IUPAC,ion1,ion2,density,temperature,pressure
1-(2-hydroxyethyl)pyridinium tricyanomethanide,[C][#Branch1][C][#N][C-1][Branch1][Ring1][C][#N][C][#N],[O][C][C][N+1][=C][C][=C][C][=C][Ring1][=Branch1],1143.4,338.15,100
1-(2-hydroxyethyl)pyridinium tricyanomethanide,[C][#Branch1][C][#N][C-1][Branch1][Ring1][C][#N][C][#N],[O][C][C][N+1][=C][C][=C][C][=C][Ring1][=Branch1],1143.4,338.15,101
1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][O][C][C][N+1][Branch1][#Branch1][C][C][C][C][Ring1][Branch1][C],1417.4,338.15,101.325
1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,[F][B-1][Branch1][C][F][Branch1][C][F][F],[N][C][C][C][NH1+1][C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1321,338.15,101.325
1-(3-cyanopropyl)-3-methylimidazolium cyanocyanamide,[C][#Branch1][C][#N][N][C][#N],[C][#Branch1][C][#N][C][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1127.3,338.15,101.325
1-(3-hydroxypropyl)pyridinium tricyanomethanide,[C][#Branch1][C][#N][C-1][Branch1][Ring1][C][#N][C][#N],[O][C][C][C][N+1][=C][C][=C][C][=C][Ring1][=Branch1],1123.3,338.15,100
1-(3-hydroxypropyl)pyridinium tricyanomethanide,[C][#Branch1][C][#N][C-1][Branch1][Ring1][C][#N][C][#N],[O][C][C][C][N+1][=C][C][=C][C][=C][Ring1][=Branch1],1123.3,338.15,101
1-(6-hydroxyhexyl)imidazolium chloride,[Cl-1],[O][C][C][C][C][C][C][N+1][=C][N][C][=C][Ring1][Branch1],1115.8,338.15,101.325
"1,1,3,3-tetramethylguanidinium heptanoate",[C][Branch1][#Branch1][C][C][C][C][C][C][=Branch1][C][=O][O-1],[C][N][Branch1][#Branch2][C][=Branch1][C][=NH2+1][N][Branch1][C][C][C][C],954.1,338.15,100
"1,1,3,3-tetramethylguanidinium hexanoate",[C][Branch1][=Branch1][C][C][C][C][C][=Branch1][C][=O][O-1],[C][N][Branch1][#Branch2][C][=Branch1][C][=NH2+1][N][Branch1][C][C][C][C],966.2,338.15,100
"1,1,3,3-tetramethylguanidinium octanoate",[C][Branch1][Branch2][C][C][C][C][C][C][C][=Branch1][C][=O][O-1],[C][N][Branch1][#Branch2][C][=Branch1][C][=NH2+1][N][Branch1][C][C][C][C],938.9,338.15,100
"1,2,3-tris(diethylamino)-cyclopropenylium bis(trifluoromethylsulfonyl)imide",[N-1][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],[C][Branch1][C][C][N][Branch2][Ring1][=Branch1][C+1][C][=Branch1][O][=C][Ring1][Ring1][N][Branch1][Ring1][C][C][C][C][N][Branch1][Ring1][C][C][C][C][C][C],1238.9,338.15,101.325
"1,2-diethylpyridin-1-ium bis((trifluoromethyl)sulfonyl)imide",[N-1][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],[C][Branch1][C][C][N+1][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][C][C],1432.9,338.15,101.325
"1,2-diethylpyridinium ethylsulfate",[C][Branch1][C][C][O][S][=Branch1][C][=O][=Branch1][C][=O][O-1],[C][Branch1][C][C][N+1][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][C][C],1193.6,338.15,101.325
"1,2-dimethyl-3-pentylimidazolium bis((trifluoromethyl)sulfonyl)imide",[N-1][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],[C][N+1][=C][Branch1][=N][N][Branch1][Branch1][C][=C][Ring1][Branch1][C][C][C][C][C][C],1361.2,338.15,101.325
"1,3-dibutyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide",[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][Branch1][Ring2][C][C][C][NH1+1][C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C][C][C][C],1304.4,338.15,101.325
"1,3-diethylimidazolium ethyl sulfate",[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][Ring2][O][C][C][O-1],[C][Branch1][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C][C],1176.5,338.15,101.325
"1,3-dimethylimidazolium methylsulfate",[C][O][S][=Branch1][C][=O][=Branch1][C][=O][O-1],[C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1299.8,338.15,100
"1,3-dimethylimidazolium methylsulfate",[C][O][S][=Branch1][C][=O][=Branch1][C][=O][O-1],[C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1299.8,338.15,101.325
"1,3-dimethylpyridinium methyl sulfate",[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][Ring1][O][C][O-1],[C][N+1][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C],1275.8,338.15,101.325
1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][Branch1][Ring1][C][=C][NH1+1][C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1457.4,338.15,100
1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][Branch1][Ring1][C][=C][NH1+1][C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1457.4,338.15,101.325
1-allyl-3-methylimidazolium dicyanamide,[N-1][Branch1][Ring1][C][#N][C][#N],[C][Branch1][Ring1][C][=C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1083.5,338.15,101.325
1-amylpyridinium trifluoroacetate,[F][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][Branch1][C][F][F],[C][Branch1][Branch1][C][C][C][C][N+1][=C][C][=C][C][=C][Ring1][=Branch1],1285.9,338.15,100
1-benzyl-3-methyl-1H-imidazolium methyl sulfate,[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][Ring1][O][C][O-1],[C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1+1][C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1157.9,338.15,101.325
1-benzyl-3-methylimidazolium 2-acrylamido-2-methylpropanesulfonate,[C][Branch1][Ring1][C][=C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][S][=Branch1][C][=O][=Branch1][C][=O][O-1][Branch1][C][C][C],[C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1117,338.15,101.325
1-butyl-1-ethylpyrrolidinium ethyl sulfate,[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][Ring2][O][C][C][O-1],[C][Branch1][Ring2][C][C][C][N+1][Branch1][#Branch1][C][C][C][C][Ring1][Branch1][C][C],1113,338.15,101.325
1-butyl-1-methylpiperidinium bis(trifluoromethanesulfonyl)imide,[N-1][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],[C][Branch1][Ring2][C][C][C][N+1][Branch1][Branch2][C][C][C][C][C][Ring1][=Branch1][C],1346.766667,338.15,101.325
1-butyl-1-methylpiperidinium dicyanamide,[N-1][Branch1][Ring1][C][#N][C][#N],[C][Branch1][Ring2][C][C][C][N+1][Branch1][Branch2][C][C][C][C][C][Ring1][=Branch1][C],994.39,338.15,100
1-butyl-1-methylpiperidinium thiocyanate,[S-1][C][#N],[C][Branch1][Ring2][C][C][C][N+1][Branch1][Branch2][C][C][C][C][C][Ring1][=Branch1][C],1009.13,338.15,101
1-butyl-1-methylpiperidinium trifluoromethanesulfonate,[F][C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O-1][Branch1][C][F][F],[C][Branch1][Ring2][C][C][C][N+1][Branch1][Branch2][C][C][C][C][C][Ring1][=Branch1][C],1213.3,338.15,101.325
1-butyl-1-methylpyrrolidinium 2-acrylamido-2-methylpropanesulfonate,[C][Branch1][Ring1][C][=C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][S][=Branch1][C][=O][=Branch1][C][=O][O-1][Branch1][C][C][C],[C][Branch1][Ring2][C][C][C][N+1][Branch1][#Branch1][C][C][C][C][Ring1][Branch1][C],1077.5,338.15,101.325
1-butyl-1-methylpyrrolidinium acetate,[C][Branch1][C][C][=Branch1][C][=O][O-1],[C][Branch1][Ring2][C][C][C][N+1][Branch1][#Branch1][C][C][C][C][Ring1][Branch1][C],997.8,338.15,101.325
1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,[F][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][F],[C][Branch1][Ring2][C][C][C][N+1][Branch1][#Branch1][C][C][C][C][Ring1][Branch1][C],1275.7,338.15,101.325
1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,[N-1][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],[C][Branch1][Ring2][C][C][C][N+1][Branch1][#Branch1][C][C][C][C][Ring1][Branch1][C],1360.1825,338.15,100
1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,[N-1][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],[C][Branch1][Ring2][C][C][C][N+1][Branch1][#Branch1][C][C][C][C][Ring1][Branch1][C],1360.1825,338.15,101.325
1-butyl-1-methylpyrrolidinium bromide,[Br-1],[C][Branch1][Ring2][C][C][C][N+1][Branch1][#Branch1][C][C][C][C][Ring1][Branch1][C],1190.5,338.15,101
1-butyl-1-methylpyrrolidinium dicyanamide,[N-1][Branch1][Ring1][C][#N][C][#N],[C][Branch1][Ring2][C][C][C][N+1][Branch1][#Branch1][C][C][C][C][Ring1][Branch1][C],994.2,338.15,100
1-butyl-1-methylpyrrolidinium dicyanamide,[N-1][Branch1][Ring1][C][#N][C][#N],[C][Branch1][Ring2][C][C][C][N+1][Branch1][#Branch1][C][C][C][C][Ring1][Branch1][C],994.2,338.15,101.325
1-butyl-1-methylpyrrolidinium methyl sulfate,[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][Ring1][O][C][O-1],[C][Branch1][Ring2][C][C][C][N+1][Branch1][#Branch1][C][C][C][C][Ring1][Branch1][C],1142.4,338.15,101.325
1-butyl-1-methylpyrrolidinium tetracyanoborate,[C][#Branch1][C][#N][B-1][Branch1][Ring1][C][#N][Branch1][Ring1][C][#N][C][#N],[C][Branch1][Ring2][C][C][C][N+1][Branch1][#Branch1][C][C][C][C][Ring1][Branch1][C],949,338.15,101.325
1-butyl-1-methylpyrrolidinium thiocyanate,[S-1][C][#N],[C][Branch1][Ring2][C][C][C][N+1][Branch1][#Branch1][C][C][C][C][Ring1][Branch1][C],1003.85,338.15,101
1-butyl-1-methylpyrrolidinium tricyanomethanide,[C][#Branch1][C][#N][C-1][Branch1][Ring1][C][#N][C][#N],[C][Branch1][Ring2][C][C][C][N+1][Branch1][#Branch1][C][C][C][C][Ring1][Branch1][C],982.715,338.15,101
1-butyl-1-methylpyrrolidinium tricyanomethanide,[C][#Branch1][C][#N][C-1][Branch1][Ring1][C][#N][C][#N],[C][Branch1][Ring2][C][C][C][N+1][Branch1][#Branch1][C][C][C][C][Ring1][Branch1][C],982.715,338.15,101.325
1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,[F][C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O-1][Branch1][C][F][F],[C][Branch1][Ring2][C][C][C][N+1][Branch1][#Branch1][C][C][C][C][Ring1][Branch1][C],1223.6125,338.15,101.325
"1-butyl-2,3-dimethyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide",[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][Branch1][Ring2][C][C][C][NH1+1][C][Branch1][=Branch2][N][Branch1][Branch1][C][=C][Ring1][Branch1][C][C],1382.15,338.15,101.325
"1-butyl-2,3-dimethylimidazolium hydrogen sulfate",[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][C][O][O-1],[C][Branch1][Ring2][C][C][C][N+1][=C][Branch1][=Branch2][N][Branch1][Branch1][C][=C][Ring1][Branch1][C][C],1184.3,338.15,101.325
"1-butyl-2,3-dimethylpyridinium bis(trifluoromethylsulfonyl)amide",[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][Branch1][Ring2][C][C][C][N+1][=C][Branch1][#Branch2][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][C],1349.5,338.15,101.325
1-butyl-2-methylpyridinium tetrafluoroborate,[F][B-1][Branch1][C][F][Branch1][C][F][F],[C][Branch1][Ring2][C][C][C][N+1][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][C],1175,338.15,101.325
1-butyl-3-(2-cyanoethyl)-1H-imidazol-3-ium dodecyl sulfate,[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][=C][O][C][C][C][C][C][C][C][C][C][C][C][C][O-1],[C][Branch1][Ring2][C][C][C][N][C][=N+1][Branch1][Branch1][C][=C][Ring1][Branch1][C][C][C][#N],1093.6,338.15,101.325
1-butyl-3-(2-cyanoethyl)-1H-imidazolium benzenesulfonate,[C][=Branch1][Branch2][=C][C][=C][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][O-1],[C][Branch1][Ring2][C][C][C][NH1+1][C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C][C][C][#N],1210.1,338.15,101.325
1-butyl-3-(2-cyanoethyl)-1H-imidazolium bromide,[Br-1],[C][Branch1][Ring2][C][C][C][NH1+1][C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C][C][C][#N],1277.9,338.15,101.325
1-butyl-3-(6-hydroxyhexyl)-1H-imidazolium chloride,[Cl-1],[C][Branch1][Ring2][C][C][C][NH1+1][C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C][C][C][C][C][C][O],1044.46,338.15,101.325
"1-butyl-3,5-dimethyl-2-pentylpyridinium bis(trifluoromethylsulfonyl)imide",[N-1][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],[C][Branch1][Ring2][C][C][C][N+1][=C][Branch1][=N][C][=Branch1][=Branch2][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C][C][C][C][C][C],1254.01,338.15,101.325
"1-butyl-3,5-dimethylpyridinium bis(trifluoromethylsulfonyl)amide",[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][Branch1][Ring2][C][C][C][N+1][=C][C][=Branch1][=Branch2][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C],1345.9,338.15,101.325
1-butyl-3-cyanopyridinium bis(trifluoromethylsulfonyl)imide,[N-1][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],[C][Branch1][Ring2][C][C][C][N+1][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][#N],1443,338.15,101.325
1-butyl-3-methyl-1H-imidazolium (S)-2-amino-3-carboxypropanoate,[N][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][C][=Branch1][C][=O][O],[C][Branch1][Ring2][C][C][C][NH1+1][C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1148,338.15,101.325
1-butyl-3-methyl-1H-imidazolium bis(perfluorobutylsulfonyl)amide,[F][C][Branch2][Ring1][#Branch1][C][Branch1][S][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F][Branch1][C][F][F][Branch2][Ring2][=C][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch2][Ring1][#Branch1][C][Branch1][S][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F][Branch1][C][F][F][Branch1][C][F][F][F],[C][Branch1][Ring2][C][C][C][NH1+1][C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1564.2,338.15,101.325
1-butyl-3-methyl-1H-imidazolium dimethylphosphate,[C][O][P][=Branch1][C][=O][Branch1][Ring1][O][C][O-1],[C][Branch1][Ring2][C][C][C][NH1+1][C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1132.8,338.15,100
1-butyl-3-methyl-1H-imidazolium dimethylphosphate,[C][O][P][=Branch1][C][=O][Branch1][Ring1][O][C][O-1],[C][Branch1][Ring2][C][C][C][NH1+1][C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1132.8,338.15,101.325
1-butyl-3-methyl-1H-imidazolium tetracyanoborate,[C][#Branch1][C][#N][B-1][Branch1][Ring1][C][#N][Branch1][Ring1][C][#N][C][#N],[C][Branch1][Ring2][C][C][C][NH1+1][C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],980.5,338.15,101.325
1-butyl-3-methylimidazolium (S)-2-amino-4-carboxybutanoate,[N][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][C][C][=Branch1][C][=O][O],[C][Branch1][Ring2][C][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1177,338.15,101
1-butyl-3-methylimidazolium 2-acrylamido-2-methylpropanesulfonate,[C][Branch1][Ring1][C][=C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][S][=Branch1][C][=O][=Branch1][C][=O][O-1][Branch1][C][C][C],[C][Branch1][Ring2][C][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1128,338.15,101.325
1-butyl-3-methylimidazolium acetate,[C][Branch1][C][C][=Branch1][C][=O][O-1],[C][Branch1][Ring2][C][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1028.001667,338.15,100
1-butyl-3-methylimidazolium acetate,[C][Branch1][C][C][=Branch1][C][=O][O-1],[C][Branch1][Ring2][C][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1028.001667,338.15,101
1-butyl-3-methylimidazolium acetate,[C][Branch1][C][C][=Branch1][C][=O][O-1],[C][Branch1][Ring2][C][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1028.001667,338.15,101.325
1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,[N-1][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],[C][Branch1][Ring2][C][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1397.941111,338.15,100
1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,[N-1][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],[C][Branch1][Ring2][C][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1397.941111,338.15,101
